,avg,cik,tot,year
1083,0.14680024075534973,3570,30,2005
1084,0.16791879137447174,3570,13,2006
1085,0.1884737789009341,3570,14,2007
1086,0.2206414407495637,3570,10,2008
1087,0.4521050948817631,3570,4,2009
1088,0.2172288534574958,3570,11,2010
1089,0.18392759905705156,3570,15,2011
1090,0.17124432019996397,3570,24,2012
1091,0.16394452165271467,3570,11,2013
1092,0.12572545902364968,3570,18,2014
1093,0.19556919816578153,3570,12,2015
1094,0.20739257786882934,1022671,3,2002
1095,0.15886868325174175,1022671,5,2003
1096,0.17464161911786055,1022671,19,2004
1097,0.19291702512331924,1022671,15,2005
1098,0.218285433081644,1022671,13,2006
1099,0.224109230489666,1022671,25,2007
1100,0.2074129925157193,1022671,17,2008
1101,0.21998845774252188,1022671,13,2009
1102,0.21295597351143317,1022671,15,2010
1103,0.24145014339557555,1022671,14,2011
1104,0.1874568739951082,1022671,18,2012
1105,0.1799029484949871,1022671,17,2013
1106,0.1587114950776787,1022671,14,2014
1107,0.18586634681298933,1022671,17,2015
1108,0.31622679797462583,732712,4,1995
1109,0.2740279911617657,732712,5,1996
1110,0.37186252984104345,732712,6,1997
1111,0.3237862911863402,732712,8,1998
1112,0.31087909401321256,732712,12,1999
1113,0.2935531473318947,732712,9,2000
1114,0.2846994866823861,732712,6,2001
1115,0.2782808580109932,732712,12,2002
1116,0.22824920592094494,732712,8,2003
1117,0.27285929313253365,732712,7,2004
1118,0.2312831040693725,732712,18,2005
1119,0.24190171584331757,732712,21,2006
1120,0.25414309979959976,732712,6,2007
1121,0.24995616306048196,732712,11,2008
1122,0.3359251106468715,732712,9,2009
1123,0.28319071797502066,732712,8,2010
1124,0.2498004609835762,732712,11,2011
1125,0.17486746780329002,732712,6,2012
1126,0.2575709135251419,732712,6,2013
1127,0.20059251060332717,732712,19,2014
1128,0.2383814806250026,732712,13,2015
1129,0.19126560736424505,1143155,6,2003
1130,0.1448975790985563,1143155,7,2004
1131,0.16923810605574813,1143155,5,2006
1132,0.11270189920155531,1143155,8,2007
1133,0.173957024693268,1143155,18,2008
1134,0.1536909361409416,1143155,25,2009
1135,0.24110634278895865,1143155,36,2010
1136,0.23720656512014662,1143155,28,2011
1137,0.38665064335370053,1143155,33,2012
1138,0.19328626622646364,1143155,21,2013
1139,0.1866210749982335,1143155,10,2014
1140,0.3697996746147219,1143155,8,2015
1141,0.2982904344251487,813762,2,1995
1142,0.2327319041179572,813762,2,1996
1143,0.17411594751211223,813762,3,1997
1144,0.4050924631127224,813762,2,1998
1145,0.4257285287214687,813762,2,1999
1146,0.06213868850097526,813762,2,2002
1147,0.30592872400026533,813762,8,2003
1148,0.37943127311279046,813762,12,2004
1149,0.20056115205440017,813762,13,2005
1150,0.18013802401523676,813762,13,2006
1151,0.2254543170052354,813762,15,2007
1152,0.36263949095059134,813762,10,2008
1153,0.20388155964769983,813762,10,2009
1154,0.19034980434573937,813762,13,2010
1155,0.23328390646246358,813762,10,2011
1156,0.27868644146173716,813762,21,2012
1157,0.2264618753248134,813762,33,2013
1158,0.12768058250195854,813762,19,2014
1159,0.07512450439506099,813762,12,2015
1160,0.09581993652431617,885639,10,2003
1161,0.08382767267459747,885639,16,2004
1162,0.1293969310133923,885639,19,2005
